,obj,rxz,rxy,ryz,ty,tz,s,bg_id,size,var,_id,filename,id,category,rxz_semantic,rxy_semantic,ryz_semantic,image_dldata_index
10,Apricot_obj,0.0,-0.0,-0.0,0.0,0.0,1.0,2603ec29244ed2ff2c9b353aec20429eaaaefb7e,256,V0,2603ec29244ed2ff2c9b353aec20429eaaaefb7e_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_2603ec29244ed2ff2c9b353aec20429eaaaefb7e_256x256.png,97d2757946971047f406eb562e947cce75e1d1e3,Fruits,0.0,-0.0,-0.0,10
11,Apricot_obj,0.0,-0.0,-0.0,0.0,0.0,1.0,36d608bfa09d2d58f42f1cd12a27a2b80a3b8d02,256,V0,36d608bfa09d2d58f42f1cd12a27a2b80a3b8d02_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_36d608bfa09d2d58f42f1cd12a27a2b80a3b8d02_256x256.png,6e2ddadd2ca093f7638282e4851b60d5b87b8ca4,Fruits,0.0,-0.0,-0.0,11
12,Apricot_obj,0.0,-0.0,-0.0,0.0,0.0,1.0,4647133f7784fbd40525ea113de132186f16667e,256,V0,4647133f7784fbd40525ea113de132186f16667e_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_4647133f7784fbd40525ea113de132186f16667e_256x256.png,b54f9e7fbc9f49bb60f6d24aa9e90b7623a4b42d,Fruits,0.0,-0.0,-0.0,12
13,Apricot_obj,0.0,-0.0,-0.0,0.0,0.0,1.0,564f10525f8ad70838f82f53b13f8c98dece53cd,256,V0,564f10525f8ad70838f82f53b13f8c98dece53cd_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_564f10525f8ad70838f82f53b13f8c98dece53cd_256x256.png,eb5533e147d78342f664e4f3f1968a62ada7acb9,Fruits,0.0,-0.0,-0.0,13
14,Apricot_obj,0.0,-0.0,-0.0,0.0,0.0,1.0,63de1aebe5e113263e5789d485de81d2da64be93,256,V0,63de1aebe5e113263e5789d485de81d2da64be93_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_63de1aebe5e113263e5789d485de81d2da64be93_256x256.png,ac2ca681980fce7d038b837b6b3bdf1db72bd440,Fruits,0.0,-0.0,-0.0,14
15,Apricot_obj,0.0,-0.0,-0.0,0.0,0.0,1.0,761417e71de4729165b6b49808c8f05e8724bc80,256,V0,761417e71de4729165b6b49808c8f05e8724bc80_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_761417e71de4729165b6b49808c8f05e8724bc80_256x256.png,3dce823bb638b1a29eeb116c2f924bfcaaff60ff,Fruits,0.0,-0.0,-0.0,15
16,Apricot_obj,0.0,-0.0,-0.0,0.0,0.0,1.0,7b44fb43755d315da8e94d73a1ab04e5db592a04,256,V0,7b44fb43755d315da8e94d73a1ab04e5db592a04_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_7b44fb43755d315da8e94d73a1ab04e5db592a04_256x256.png,ae2b8aac003c867a772647197dcd3c050b75a06e,Fruits,0.0,-0.0,-0.0,16
17,Apricot_obj,0.0,-0.0,-0.0,0.0,0.0,1.0,a58162f95b475733b9aa674b70cbcf10aae3e5ee,256,V0,a58162f95b475733b9aa674b70cbcf10aae3e5ee_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_a58162f95b475733b9aa674b70cbcf10aae3e5ee_256x256.png,a38eaebb855209eaf96ddc35f27bd35fe2c8f0ae,Fruits,0.0,-0.0,-0.0,17
18,Apricot_obj,0.0,-0.0,-0.0,0.0,0.0,1.0,c7e06c87acd46b6e4c545a0dddf93872c170933b,256,V0,c7e06c87acd46b6e4c545a0dddf93872c170933b_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_c7e06c87acd46b6e4c545a0dddf93872c170933b_256x256.png,4c4a223b8642ff7c80db97a660ac37ada8cba732,Fruits,0.0,-0.0,-0.0,18
19,Apricot_obj,0.0,-0.0,-0.0,0.0,0.0,1.0,e82cb1d5309fcd7eb1bac41f0d0fccac5db3e885,256,V0,e82cb1d5309fcd7eb1bac41f0d0fccac5db3e885_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_e82cb1d5309fcd7eb1bac41f0d0fccac5db3e885_256x256.png,f6192eed74846a86733c12b2400459b7b3dff1b6,Fruits,0.0,-0.0,-0.0,19
20,BAHRAIN,0.0,-0.0,-0.0,0.0,0.0,1.0,01634a8fb5e5857b80a088811110213bbd8a142b,256,V0,01634a8fb5e5857b80a088811110213bbd8a142b_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_01634a8fb5e5857b80a088811110213bbd8a142b_256x256.png,c067441bed74bbdb4912282e908c839732c738bc,Boats,0.0,90.0,-0.0,20
21,BAHRAIN,0.0,-0.0,-0.0,0.0,0.0,1.0,35188a6639ef55c9c3659bb994308dc5827d0228,256,V0,35188a6639ef55c9c3659bb994308dc5827d0228_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_35188a6639ef55c9c3659bb994308dc5827d0228_256x256.png,2b9cc6ae0ad72f512bd84cca2f724952b03ba54e,Boats,0.0,90.0,-0.0,21
22,BAHRAIN,0.0,-0.0,-0.0,0.0,0.0,1.0,4017ba170ef171ec2adff4536e75c9b1bd9c290d,256,V0,4017ba170ef171ec2adff4536e75c9b1bd9c290d_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_4017ba170ef171ec2adff4536e75c9b1bd9c290d_256x256.png,afb7c387453bace279dbdf9e06c40ea39624768a,Boats,0.0,90.0,-0.0,22
23,BAHRAIN,0.0,-0.0,-0.0,0.0,0.0,1.0,50303909e122277ca5a1423e0f4a5d00763105fb,256,V0,50303909e122277ca5a1423e0f4a5d00763105fb_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_50303909e122277ca5a1423e0f4a5d00763105fb_256x256.png,b840cfe74dbc13fd6c85316f1bb6edae58dd0ebb,Boats,0.0,90.0,-0.0,23
24,BAHRAIN,0.0,-0.0,-0.0,0.0,0.0,1.0,7519a172b3e731f3015c6959d866793bebafd8ff,256,V0,7519a172b3e731f3015c6959d866793bebafd8ff_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_7519a172b3e731f3015c6959d866793bebafd8ff_256x256.png,38887fb925862873f9320d3b8964f7c5f57db134,Boats,0.0,90.0,-0.0,24
25,BAHRAIN,0.0,-0.0,-0.0,0.0,0.0,1.0,b974ecac7aca17d4d29e99deec56b7f8ae4e2f2f,256,V0,b974ecac7aca17d4d29e99deec56b7f8ae4e2f2f_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_b974ecac7aca17d4d29e99deec56b7f8ae4e2f2f_256x256.png,5f4ea554c5cf965520a54fbb0a18fcee3931c954,Boats,0.0,90.0,-0.0,25
26,BAHRAIN,0.0,-0.0,-0.0,0.0,0.0,1.0,c682e8d311941dc98b2d88b3953f32435dab0388,256,V0,c682e8d311941dc98b2d88b3953f32435dab0388_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_c682e8d311941dc98b2d88b3953f32435dab0388_256x256.png,d34f62684363e54513b830dd9192aaa18c5c8651,Boats,0.0,90.0,-0.0,26
27,BAHRAIN,0.0,-0.0,-0.0,0.0,0.0,1.0,de7e13dfab41d7fec5558b2d1e3a4ec1a563f165,256,V0,de7e13dfab41d7fec5558b2d1e3a4ec1a563f165_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_de7e13dfab41d7fec5558b2d1e3a4ec1a563f165_256x256.png,be5888d2cbe8ce06fa6d35a13eb9a58149c0b784,Boats,0.0,90.0,-0.0,27
28,BAHRAIN,0.0,-0.0,-0.0,0.0,0.0,1.0,f7f2e9e9755c2f77eea2226136f79c09d98c4ebc,256,V0,f7f2e9e9755c2f77eea2226136f79c09d98c4ebc_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_f7f2e9e9755c2f77eea2226136f79c09d98c4ebc_256x256.png,768108628bf1edd1a2db3effb28032235d6407a2,Boats,0.0,90.0,-0.0,28
29,BAHRAIN,0.0,-0.0,-0.0,0.0,0.0,1.0,fa565ea242d3e09e58991f67620353bec2955c83,256,V0,fa565ea242d3e09e58991f67620353bec2955c83_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_fa565ea242d3e09e58991f67620353bec2955c83_256x256.png,eadfb3cf7bf54f7f5102286ece37b64e56733c13,Boats,0.0,90.0,-0.0,29
30,Beetle,0.0,-0.0,-0.0,0.0,0.0,1.0,0a94e5e3111d74320cd08361e2c9d8c87aaac12f,256,V0,0a94e5e3111d74320cd08361e2c9d8c87aaac12f_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Beetle_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.000_0a94e5e3111d74320cd08361e2c9d8c87aaac12f_256x256.png,207af40ae3cdf86f513e8e3e705c6cea1d53f648,Cars,0.0,90.0,-0.0,30
31,Beetle,0.0,-0.0,-0.0,0.0,0.0,1.0,10cae423ac465104444c7dc4826ebe38b4b7bc48,256,V0,10cae423ac465104444c7dc4826ebe38b4b7bc48_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Beetle_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.000_10cae423ac465104444c7dc4826ebe38b4b7bc48_256x256.png,177833c929c4cd0fbebfc7291b37af6e183c5982,Cars,0.0,90.0,-0.0,31
32,Beetle,0.0,-0.0,-0.0,0.0,0.0,1.0,11b63b2c5269c46021a8f2be4cae8e51e3f70a3a,256,V0,11b63b2c5269c46021a8f2be4cae8e51e3f70a3a_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Beetle_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.000_11b63b2c5269c46021a8f2be4cae8e51e3f70a3a_256x256.png,4e321648eb945616c7454148db3fcd861da48472,Cars,0.0,90.0,-0.0,32
33,Beetle,0.0,-0.0,-0.0,0.0,0.0,1.0,1b5c48a9f7f467865ff32d84e8e29dc03aa751b6,256,V0,1b5c48a9f7f467865ff32d84e8e29dc03aa751b6_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Beetle_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.000_1b5c48a9f7f467865ff32d84e8e29dc03aa751b6_256x256.png,650358beac9b9260dea25ff5bc65ff943b7bbd1a,Cars,0.0,90.0,-0.0,33
34,Beetle,0.0,-0.0,-0.0,0.0,0.0,1.0,73fa52b75fc56362bfa856785dfb051c2851bb76,256,V0,73fa52b75fc56362bfa856785dfb051c2851bb76_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Beetle_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.000_73fa52b75fc56362bfa856785dfb051c2851bb76_256x256.png,929596b60d1901a7137261510d2760ba7fd48795,Cars,0.0,90.0,-0.0,34
35,Beetle,0.0,-0.0,-0.0,0.0,0.0,1.0,7bda99c1885fe0b07f9acfd12018cf94a164c626,256,V0,7bda99c1885fe0b07f9acfd12018cf94a164c626_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Beetle_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.000_7bda99c1885fe0b07f9acfd12018cf94a164c626_256x256.png,1c2c7701c93207cc8166966ba530573c7d8e2526,Cars,0.0,90.0,-0.0,35
36,Beetle,0.0,-0.0,-0.0,0.0,0.0,1.0,90f464d4725214ddae0e9d2dd2e759db0561cb94,256,V0,90f464d4725214ddae0e9d2dd2e759db0561cb94_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Beetle_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.000_90f464d4725214ddae0e9d2dd2e759db0561cb94_256x256.png,05954905d976ab1cf247c49fc31e534a8a047ba1,Cars,0.0,90.0,-0.0,36
37,Beetle,0.0,-0.0,-0.0,0.0,0.0,1.0,a8c6688324da3a7fca5ae52a94b76caed0d64503,256,V0,a8c6688324da3a7fca5ae52a94b76caed0d64503_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Beetle_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.000_a8c6688324da3a7fca5ae52a94b76caed0d64503_256x256.png,4cab9e81ffb339bad86cbf9a38f611438ef4a189,Cars,0.0,90.0,-0.0,37
38,Beetle,0.0,-0.0,-0.0,0.0,0.0,1.0,b125a656add83a448a3dc04fc7f1110516328f2d,256,V0,b125a656add83a448a3dc04fc7f1110516328f2d_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Beetle_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.000_b125a656add83a448a3dc04fc7f1110516328f2d_256x256.png,42a9123430c3818c8642254cb15fb67cce594b2e,Cars,0.0,90.0,-0.0,38
39,Beetle,0.0,-0.0,-0.0,0.0,0.0,1.0,ee4f3b944cbc347eb1018a12ad762a232e23d06a,256,V0,ee4f3b944cbc347eb1018a12ad762a232e23d06a_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/Beetle_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.000_ee4f3b944cbc347eb1018a12ad762a232e23d06a_256x256.png,044b86ce88cd8bbb047c076d4427a59050c5897a,Cars,0.0,90.0,-0.0,39
40,CGTG_L,0.0,-0.0,-0.0,0.0,0.0,1.0,1279014ce3fe19b50fc8dcb72f9736382ac7a892,256,V0,1279014ce3fe19b50fc8dcb72f9736382ac7a892_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_1279014ce3fe19b50fc8dcb72f9736382ac7a892_256x256.png,c43cefc1318a495618474f27b29bbebaf1638aab,Boats,0.0,90.0,-0.0,40
41,CGTG_L,0.0,-0.0,-0.0,0.0,0.0,1.0,1827371389795949398e266c2ddac7a670852760,256,V0,1827371389795949398e266c2ddac7a670852760_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_1827371389795949398e266c2ddac7a670852760_256x256.png,1f2b884951df98f2f0b26cb8d420bbca8b74ae50,Boats,0.0,90.0,-0.0,41
42,CGTG_L,0.0,-0.0,-0.0,0.0,0.0,1.0,2da20b81d55b817f1019f791d9776723cc86d503,256,V0,2da20b81d55b817f1019f791d9776723cc86d503_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_2da20b81d55b817f1019f791d9776723cc86d503_256x256.png,a82b06560fec76771e760afddde3aa4bd5cc3355,Boats,0.0,90.0,-0.0,42
43,CGTG_L,0.0,-0.0,-0.0,0.0,0.0,1.0,5f6accc3e7c90a71cf4bcd324142b06a4fcfb778,256,V0,5f6accc3e7c90a71cf4bcd324142b06a4fcfb778_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_5f6accc3e7c90a71cf4bcd324142b06a4fcfb778_256x256.png,64b31e4fc9af784e16ea3d2e2c48dd1eda5a261e,Boats,0.0,90.0,-0.0,43
44,CGTG_L,0.0,-0.0,-0.0,0.0,0.0,1.0,80fa1c6e6259b7a1eabe49f06c2d15916565b15c,256,V0,80fa1c6e6259b7a1eabe49f06c2d15916565b15c_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_80fa1c6e6259b7a1eabe49f06c2d15916565b15c_256x256.png,a79446757c4f7e0b257d6917bc1741e4f34b4bdd,Boats,0.0,90.0,-0.0,44
45,CGTG_L,0.0,-0.0,-0.0,0.0,0.0,1.0,9770675a55c7f0a643d555d1c5615f814698d4f5,256,V0,9770675a55c7f0a643d555d1c5615f814698d4f5_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_9770675a55c7f0a643d555d1c5615f814698d4f5_256x256.png,f7da8f132bb70207da9462d491503cc742070bd1,Boats,0.0,90.0,-0.0,45
46,CGTG_L,0.0,-0.0,-0.0,0.0,0.0,1.0,a7822b52b3d9b276234e9ef3d78e9e1a2aa0eeb9,256,V0,a7822b52b3d9b276234e9ef3d78e9e1a2aa0eeb9_V0,/braintree/home/jjpr/.skdata/HvMWithDiscfade_6eef6648406c333a4035cd5e60d0bf2ecf2606d7/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_a7822b52b3d9b276234e9ef3d78e9e1a2aa0eeb9_256x256.png,e134c3d8fa8be11c8eb0b8d55e7f534286f44736,Boats,0.0,90.0,-0.0,46
